active_tags,bill,civil_penalties,consumer_protection,created_at,criminal_penalties,data_protection,disclosure_consent,discrimination_bias,event_reporting,human_in_the_loop,id,licensing_board_oversight,link,malpractice,meta_biometric_data,monitoring,opt_out,payments_insurance,pilot_sandbox,post_market_review,practitioner_responsibilities,pre_market_review,prescribing,research,risk_classification,safety_standards,session,special_purpose_entities,state,status,tag_count,taxonomy_code,transparency,vulnerable_populations
"['Practitioner Responsibilities', 'Malpractice/Liability', 'Event Reporting', 'Safety Standards']",HB1462,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,False,True,False,391,False,https://legiscan.com/MO/bill/HB1462/2025,True,False,False,False,False,False,False,True,False,False,False,False,True,2025,False,MO,Proposed,4,II,False,False
"['Civil Penalties', 'Disclosure/Consent', 'Data Protection', 'Research', 'Consumer Protection', 'Transparency', 'Vulnerable Populations']",HB1268,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,False,False,False,384,False,https://legiscan.com/MS/bill/HB1268/2025,False,False,False,False,False,False,False,False,False,False,True,False,False,2024,False,MS,Failed,7,SR,True,True
"['Disclosure/Consent', 'Discrimination/Bias', 'Consumer Protection', 'Human-in-the-Loop', 'Safety Standards']",HB178,False,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,True,False,True,394,False,https://legiscan.com/MT/bill/HB178/2025,False,False,False,False,False,False,False,False,False,False,False,False,True,2025,False,MT,Enacted,5,SR,False,False
"['Civil Penalties', 'Disclosure/Consent', 'Data Protection', 'Monitoring', 'Consumer Protection', 'Payments/Insurance', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Malpractice/Liability', 'Event Reporting', 'Vulnerable Populations', 'Meta/Biometric Data', 'Safety Standards']",S624,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,False,True,True,520,False,https://legiscan.com/NC/bill/S624/2025,True,True,True,False,True,False,True,False,True,False,False,False,True,2025,False,NC,Proposed,15,E,True,True
"['Criminal Penalties', 'Consumer Protection']",HB1429,False,True,"Tue, 08 Jul 2025 13:01:39 GMT",True,False,False,False,False,False,544,False,https://legiscan.com/ND/bill/HB1429/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2025,False,ND,Enacted,2,II,False,False
"['Civil Penalties', 'Disclosure/Consent', 'Data Protection', 'Monitoring', 'Consumer Protection', 'Transparency', 'Vulnerable Populations', 'Meta/Biometric Data', 'Safety Standards']",LB504,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,False,False,False,405,False,https://legiscan.com/NE/bill/LB504/2025,False,True,True,False,False,False,False,False,False,False,False,False,True,2025,False,NE,Proposed,9,II,True,True
"['Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Monitoring', 'Research', 'Post-Market Review', 'Transparency', 'Safety Standards']",LB642,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,True,False,False,399,False,https://legiscan.com/NE/bill/LB642/2025,False,False,True,False,False,False,True,False,False,False,True,True,True,2025,False,NE,Proposed,8,SR,True,False
"['Civil Penalties', 'Criminal Penalties', 'Consumer Protection']",HB1432,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",True,False,False,False,False,False,420,False,https://legiscan.com/NH/bill/HB1432/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2024,False,NH,Enacted,3,II,False,False
"['Disclosure/Consent', 'Discrimination/Bias', 'Monitoring', 'Consumer Protection', 'Human-in-the-Loop', 'Post-Market Review', 'Transparency', 'Meta/Biometric Data']",HB1688,False,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,True,False,True,419,False,https://legiscan.com/NH/bill/HB1688/2025,False,True,True,False,False,False,True,False,False,False,False,False,False,2024,False,NH,Enacted,8,II,True,False
"['Civil Penalties', 'Disclosure/Consent', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Pre-Market Review', 'Transparency', 'Event Reporting', 'Vulnerable Populations', 'Meta/Biometric Data', 'Special Purpose Entities']",A1902,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,False,True,False,439,False,https://legiscan.com/NJ/bill/A1902/2025,False,True,True,False,False,False,False,False,True,False,True,False,False,2024,True,NJ,Proposed,12,SR,True,True
"['Civil Penalties', 'Discrimination/Bias', 'Practitioner Responsibilities']",S1402,True,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,True,False,False,427,False,https://legiscan.com/NJ/bill/S1402/2025,False,False,False,False,False,False,False,True,False,False,False,False,False,2022,False,NJ,Proposed,3,SR,False,False
"['Civil Penalties', 'Consumer Protection']",S4463,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,False,False,False,424,False,https://legiscan.com/NJ/bill/S4463/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2025,False,NJ,Proposed,2,E,False,False
['Licensing Board Oversight'],HB178,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,False,False,False,450,True,https://legiscan.com/NM/bill/HB178/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2025,False,NM,Enacted,1,SR,False,False
"['Discrimination/Bias', 'Monitoring', 'Post-Market Review', 'Transparency']",HB184,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,True,False,False,448,False,https://legiscan.com/NM/bill/HB184/2025,False,False,True,False,False,False,True,False,False,False,False,False,False,2024,False,NM,Proposed,4,II,True,False
"['Civil Penalties', 'Criminal Penalties', 'Disclosure/Consent', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Post-Market Review', 'Transparency', 'Event Reporting', 'Meta/Biometric Data', 'Safety Standards']",HB401,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",True,True,True,False,True,False,451,False,https://legiscan.com/NM/bill/HB401/2025,False,True,True,False,False,False,True,False,False,False,True,False,True,2025,False,NM,Proposed,12,SR,True,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Human-in-the-Loop', 'Post-Market Review', 'Transparency', 'Event Reporting']",HB60,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,True,True,452,False,https://legiscan.com/NM/bill/HB60/2025,False,False,True,False,False,False,True,False,False,False,True,True,False,2025,False,NM,Proposed,12,E,True,False
"['Civil Penalties', 'Licensing Board Oversight', 'Practitioner Responsibilities', 'Monitoring', 'Consumer Protection', 'Human-in-the-Loop', 'Vulnerable Populations']",AB406,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,False,False,True,407,True,https://legiscan.com/NV/bill/AB406/2025,False,False,True,False,False,False,False,True,False,False,False,False,False,2025,False,NV,Proposed,7,E,False,True
"['Civil Penalties', 'Licensing Board Oversight', 'Disclosure/Consent', 'Practitioner Responsibilities', 'Human-in-the-Loop']",SB186,True,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,False,False,True,416,True,https://legiscan.com/NV/bill/SB186/2025,False,False,False,False,False,False,False,True,False,False,False,False,False,2025,False,NV,Failed,5,SR,False,False
"['Civil Penalties', 'Disclosure/Consent', 'Data Protection', 'Consumer Protection', 'Transparency', 'Meta/Biometric Data']",SB370,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,False,False,False,409,False,https://legiscan.com/NV/bill/SB370/2025,False,True,False,False,False,False,False,False,False,False,False,False,False,2023,False,NV,Enacted,6,SR,True,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Data Protection', 'Consumer Protection', 'Transparency', 'Vulnerable Populations']",A01415,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,False,486,False,https://legiscan.com/NY/bill/A01415/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2025,False,NY,Proposed,7,E,True,True
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Data Protection', 'Monitoring', 'Consumer Protection', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Opt Out', 'Vulnerable Populations', 'Meta/Biometric Data', 'Safety Standards']",A03265,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,True,471,False,https://legiscan.com/NY/bill/A03265/2025,False,True,True,True,False,False,True,False,True,False,False,False,True,2025,False,NY,Proposed,14,SR,True,True
"['Civil Penalties', 'Criminal Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Data Protection', 'Prescribing', 'Practitioner Responsibilities', 'Monitoring', 'Consumer Protection', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Event Reporting', 'Vulnerable Populations', 'Meta/Biometric Data', 'Special Purpose Entities', 'Safety Standards']",A03356,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",True,True,True,True,True,True,482,False,https://legiscan.com/NY/bill/A03356/2025,False,True,True,False,False,False,True,True,True,True,False,True,True,2025,True,NY,Proposed,19,SR,True,True
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Human-in-the-Loop', 'Post-Market Review', 'Transparency', 'Meta/Biometric Data']",A04947,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,True,502,False,https://legiscan.com/NY/bill/A04947/2025,False,True,True,False,False,False,True,False,False,False,True,False,False,2025,False,NY,Proposed,11,SR,True,False
"['Discrimination/Bias', 'Data Protection', 'Pre-Market Review', 'Transparency', 'Safety Standards']",A05216,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,False,True,False,False,477,False,https://legiscan.com/NY/bill/A05216/2025,False,False,False,False,False,False,False,False,True,False,False,False,True,2025,False,NY,Proposed,5,II,True,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Post-Market Review', 'Transparency', 'Vulnerable Populations', 'Meta/Biometric Data', 'Special Purpose Entities', 'Safety Standards']",A05827,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,False,514,False,https://legiscan.com/NY/bill/A05827/2025,False,True,True,False,False,False,True,False,False,False,True,True,True,2025,True,NY,Proposed,14,SR,True,True
"['Civil Penalties', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Malpractice/Liability', 'Event Reporting', 'Safety Standards']",A06453,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,False,False,True,False,495,False,https://legiscan.com/NY/bill/A06453/2025,True,False,True,False,False,False,True,False,True,False,True,False,True,2025,False,NY,Proposed,11,II,True,False
['Transparency'],S00822,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,False,False,False,461,False,https://legiscan.com/NY/bill/S00822/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2025,False,NY,Enacted,1,II,True,False
"['Civil Penalties', 'Discrimination/Bias', 'Risk Classification', 'Monitoring', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Opt Out', 'Safety Standards']",S01169,True,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,True,False,True,480,False,https://legiscan.com/NY/bill/S01169/2025,False,False,True,True,False,False,True,False,True,False,False,True,True,2025,False,NY,Proposed,10,SR,True,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Vulnerable Populations', 'Safety Standards']",S01962,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,True,462,False,https://legiscan.com/NY/bill/S01962/2025,False,False,True,False,False,False,True,False,True,False,True,True,True,2025,False,NY,Proposed,14,SR,True,True
"['Civil Penalties', 'Disclosure/Consent', 'Meta/Biometric Data', 'Special Purpose Entities', 'Safety Standards']",S03008,True,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,False,False,False,484,False,https://legiscan.com/NY/bill/S03008/2025,False,True,False,False,False,False,False,False,False,False,False,False,True,2025,True,NY,Enacted,5,E,False,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Meta/Biometric Data', 'Safety Standards']",S04276,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,True,488,False,https://legiscan.com/NY/bill/S04276/2025,False,True,True,False,False,False,True,False,True,False,True,False,True,2025,False,NY,Proposed,13,SR,True,False
"['Civil Penalties', 'Disclosure/Consent', 'Data Protection', 'Monitoring', 'Consumer Protection', 'Malpractice/Liability', 'Vulnerable Populations', 'Safety Standards']",S05668,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,False,False,False,467,False,https://legiscan.com/NY/bill/S05668/2025,True,False,True,False,False,False,False,False,False,False,False,False,True,2025,False,NY,Proposed,8,E,False,True
"['Disclosure/Consent', 'Discrimination/Bias', 'Data Protection', 'Monitoring', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency']",S07599,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,True,479,False,https://legiscan.com/NY/bill/S07599/2025,False,False,True,False,False,False,True,False,True,False,False,False,False,2025,False,NY,Proposed,8,II,True,False
"['Civil Penalties', 'Criminal Penalties', 'Disclosure/Consent', 'Consumer Protection', 'Vulnerable Populations']",SB163,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",True,False,True,False,False,False,549,False,https://legiscan.com/OH/bill/SB163/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2025,False,OH,Proposed,5,II,False,True
"['Civil Penalties', 'Discrimination/Bias', 'Practitioner Responsibilities', 'Monitoring', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Special Purpose Entities', 'Safety Standards']",HB1915,True,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,True,False,True,553,False,https://legiscan.com/OK/bill/HB1915/2025,False,False,True,False,False,False,True,True,True,False,False,False,True,2025,True,OK,Proposed,10,SR,True,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Data Protection', 'Monitoring', 'Consumer Protection', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Pilot/Sandbox', 'Vulnerable Populations', 'Meta/Biometric Data', 'Special Purpose Entities']",HB1916,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,True,550,False,https://legiscan.com/OK/bill/HB1916/2025,False,True,True,False,False,True,True,False,True,False,False,True,False,2025,True,OK,Proposed,15,SR,True,True
"['Pilot/Sandbox', 'Vulnerable Populations']",HB2371,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,False,False,False,561,False,https://legiscan.com/OK/bill/HB2371/2025,False,False,False,False,False,True,False,False,False,False,False,False,False,2025,False,OK,Proposed,2,SR,False,True
"['Civil Penalties', 'Discrimination/Bias', 'Risk Classification', 'Data Protection', 'Monitoring', 'Consumer Protection', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency']",HB3835,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,False,True,False,True,554,False,https://legiscan.com/OK/bill/HB3835/2025,False,False,True,False,False,False,True,False,True,False,False,True,False,2024,False,OK,Proposed,10,SR,True,False
['Data Protection'],HB4201,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,False,False,False,False,556,False,https://legiscan.com/OK/bill/HB4201/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2022,False,OK,Proposed,1,II,False,False
"['Civil Penalties', 'Discrimination/Bias', 'Payments/Insurance', 'Transparency']",SB1975,True,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,True,False,False,559,False,https://legiscan.com/OK/bill/SB1975/2025,False,False,False,False,True,False,False,False,False,False,False,False,False,2024,False,OK,Proposed,4,SR,True,False
"['Discrimination/Bias', 'Consumer Protection']",SJR38,False,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,True,False,False,562,False,https://legiscan.com/OK/bill/SJR38/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2022,False,OK,Proposed,2,II,False,False
"['Disclosure/Consent', 'Vulnerable Populations']",SB913,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,False,False,False,571,False,https://legiscan.com/PA/bill/SB913/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2024,False,PA,Proposed,2,E,False,True
"['Licensing Board Oversight', 'Disclosure/Consent', 'Practitioner Responsibilities', 'Monitoring', 'Human-in-the-Loop', 'Pre-Market Review', 'Opt Out', 'Safety Standards']",H6285,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,False,False,True,579,True,https://legiscan.com/RI/bill/H6285/2025,False,False,True,True,False,False,False,True,True,False,False,False,True,2023,False,RI,Proposed,8,E,False,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Monitoring', 'Payments/Insurance', 'Human-in-the-Loop', 'Post-Market Review', 'Transparency', 'Opt Out']",H7521,True,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,True,False,True,594,False,https://legiscan.com/RI/bill/H7521/2025,False,False,True,True,True,False,True,False,False,False,False,True,False,2024,False,RI,Proposed,10,SR,True,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Transparency', 'Vulnerable Populations', 'Meta/Biometric Data', 'Special Purpose Entities']",H7917,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,False,584,False,https://legiscan.com/RI/bill/H7917/2025,False,True,True,False,False,False,False,False,False,False,True,False,False,2022,True,RI,Proposed,11,SR,True,True
"['Civil Penalties', 'Malpractice/Liability']",S0358,True,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,False,False,False,599,False,https://legiscan.com/RI/bill/S0358/2025,True,False,False,False,False,False,False,False,False,False,False,False,False,2025,False,RI,Proposed,2,SR,False,False
"['Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Human-in-the-Loop', 'Post-Market Review', 'Transparency', 'Opt Out', 'Event Reporting', 'Safety Standards']",S0627,False,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,True,True,591,False,https://legiscan.com/RI/bill/S0627/2025,False,False,True,True,False,False,True,False,False,False,True,True,True,2025,False,RI,Proposed,13,SR,True,False
"['Civil Penalties', 'Disclosure/Consent', 'Data Protection', 'Research', 'Consumer Protection', 'Transparency', 'Meta/Biometric Data', 'Safety Standards']",S0824,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,False,False,False,596,False,https://legiscan.com/RI/bill/S0824/2025,False,True,False,False,False,False,False,False,False,False,True,False,True,2025,False,RI,Proposed,8,II,True,False
"['Civil Penalties', 'Data Protection', 'Event Reporting', 'Vulnerable Populations', 'Meta/Biometric Data']",S1037,True,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,False,False,True,False,592,False,https://legiscan.com/RI/bill/S1037/2025,False,True,False,False,False,False,False,False,False,False,False,False,False,2025,False,RI,Proposed,5,II,False,True
"['Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Monitoring', 'Post-Market Review']",S2888,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,True,False,False,586,False,https://legiscan.com/RI/bill/S2888/2025,False,False,True,False,False,False,True,False,False,False,False,True,False,2024,False,RI,Proposed,5,SR,False,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Data Protection', 'Monitoring', 'Consumer Protection', 'Post-Market Review', 'Transparency', 'Event Reporting', 'Vulnerable Populations', 'Meta/Biometric Data', 'Safety Standards']",H3431,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,True,False,613,False,https://legiscan.com/SC/bill/H3431/2025,False,True,True,False,False,False,True,False,False,False,False,False,True,2025,False,SC,Proposed,12,SR,True,True
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Data Protection', 'Monitoring', 'Consumer Protection', 'Post-Market Review', 'Transparency', 'Malpractice/Liability', 'Event Reporting', 'Vulnerable Populations', 'Safety Standards']",S0268,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,True,False,615,False,https://legiscan.com/SC/bill/S0268/2025,True,False,True,False,False,False,True,False,False,False,False,False,True,2025,False,SC,Proposed,12,SR,True,True
"['Disclosure/Consent', 'Discrimination/Bias', 'Practitioner Responsibilities', 'Monitoring', 'Research', 'Human-in-the-Loop', 'Pre-Market Review', 'Transparency', 'Pilot/Sandbox', 'Malpractice/Liability', 'Vulnerable Populations', 'Safety Standards']",HB1265,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,True,False,True,631,False,https://legiscan.com/TX/bill/HB1265/2025,True,False,True,False,False,True,False,True,True,False,True,False,True,2025,False,TX,Proposed,12,E,True,True
"['Civil Penalties', 'Licensing Board Oversight', 'Disclosure/Consent', 'Discrimination/Bias', 'Data Protection', 'Practitioner Responsibilities', 'Monitoring', 'Research', 'Consumer Protection', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Pilot/Sandbox', 'Malpractice/Liability', 'Event Reporting', 'Vulnerable Populations', 'Meta/Biometric Data', 'Special Purpose Entities', 'Safety Standards']",HB149,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,True,False,625,True,https://legiscan.com/TX/bill/HB149/2025,True,True,True,False,False,True,True,True,True,False,True,False,True,2025,True,TX,Proposed,19,SR,True,True
"['Civil Penalties', 'Licensing Board Oversight', 'Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Data Protection', 'Practitioner Responsibilities', 'Monitoring', 'Research', 'Consumer Protection', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Pilot/Sandbox', 'Meta/Biometric Data', 'Special Purpose Entities', 'Safety Standards']",HB1709,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,True,626,True,https://legiscan.com/TX/bill/HB1709/2025,False,True,True,False,False,True,True,True,True,False,True,True,True,2025,True,TX,Proposed,18,SR,True,False
"['Disclosure/Consent', 'Practitioner Responsibilities', 'Human-in-the-Loop']",HB4455,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,False,False,True,630,False,https://legiscan.com/TX/bill/HB4455/2025,False,False,False,False,False,False,False,True,False,False,False,False,False,2025,False,TX,Proposed,3,SR,False,False
"['Disclosure/Consent', 'Data Protection', 'Transparency', 'Meta/Biometric Data']",HB4854,False,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,False,False,False,652,False,https://legiscan.com/TX/bill/HB4854/2025,False,True,False,False,False,False,False,False,False,False,False,False,False,2023,False,TX,Proposed,4,SR,True,False
"['Civil Penalties', 'Licensing Board Oversight', 'Disclosure/Consent', 'Data Protection', 'Practitioner Responsibilities', 'Vulnerable Populations']",SB1188,True,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,False,False,False,642,True,https://legiscan.com/TX/bill/SB1188/2025,False,False,False,False,False,False,False,True,False,False,False,False,False,2025,False,TX,Proposed,6,SR,False,True
"['Civil Penalties', 'Licensing Board Oversight', 'Discrimination/Bias', 'Practitioner Responsibilities', 'Payments/Insurance']",SB1411,True,False,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,False,True,False,False,634,True,https://legiscan.com/TX/bill/SB1411/2025,False,False,False,False,True,False,False,True,False,False,False,False,False,2025,False,TX,Proposed,5,SR,False,False
"['Civil Penalties', 'Criminal Penalties', 'Consumer Protection']",SB2373,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",True,False,False,False,False,False,648,False,https://legiscan.com/TX/bill/SB2373/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2025,False,TX,Proposed,3,II,False,False
"['Civil Penalties', 'Disclosure/Consent', 'Consumer Protection']",SB2567,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,False,False,False,633,False,https://legiscan.com/TX/bill/SB2567/2025,False,False,False,False,False,False,False,False,False,False,False,False,False,2025,False,TX,Proposed,3,II,False,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Post-Market Review', 'Malpractice/Liability', 'Event Reporting', 'Safety Standards']",HB0452,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,True,False,657,False,https://legiscan.com/UT/bill/HB0452/2025,True,False,True,False,False,False,True,False,False,False,True,False,True,2025,False,UT,Enacted,11,E,False,False
"['Civil Penalties', 'Disclosure/Consent', 'Risk Classification', 'Practitioner Responsibilities', 'Consumer Protection', 'Meta/Biometric Data']",SB0226,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,False,True,False,False,False,665,False,https://legiscan.com/UT/bill/SB0226/2025,False,True,False,False,False,False,False,True,False,False,False,True,False,2025,False,UT,Enacted,6,E,False,False
"['Disclosure/Consent', 'Data Protection', 'Prescribing', 'Practitioner Responsibilities', 'Monitoring', 'Consumer Protection', 'Pre-Market Review', 'Post-Market Review', 'Pilot/Sandbox', 'Malpractice/Liability', 'Event Reporting', 'Vulnerable Populations', 'Safety Standards']",HB1555,False,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,False,True,False,752,False,https://legiscan.com/VA/bill/HB1555/2025,True,False,True,False,False,True,True,True,True,True,False,False,True,2025,False,VA,Proposed,13,II,False,True
"['Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Special Purpose Entities', 'Safety Standards']",HB2046,False,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,True,699,False,https://legiscan.com/VA/bill/HB2046/2025,False,False,True,False,False,False,True,False,True,False,True,True,True,2025,True,VA,Proposed,13,SR,True,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Risk Classification', 'Data Protection', 'Monitoring', 'Research', 'Consumer Protection', 'Human-in-the-Loop', 'Pre-Market Review', 'Post-Market Review', 'Transparency', 'Pilot/Sandbox', 'Event Reporting', 'Safety Standards']",HB2094,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,True,True,673,False,https://legiscan.com/VA/bill/HB2094/2025,False,False,True,False,False,True,True,False,True,False,True,True,True,2025,False,VA,Failed,15,SR,True,False
"['Civil Penalties', 'Disclosure/Consent', 'Discrimination/Bias', 'Data Protection', 'Monitoring', 'Consumer Protection', 'Transparency', 'Malpractice/Liability', 'Vulnerable Populations', 'Meta/Biometric Data']",HB2250,True,True,"Tue, 08 Jul 2025 13:01:39 GMT",False,True,True,True,False,False,724,False,https://legiscan.com/VA/bill/HB2250/2025,True,True,True,False,False,False,False,False,False,False,False,False,False,2025,False,VA,Proposed,10,SR,True,True
